Date,Open,High,Low,Price
12/01/2014,"17,827.27","17,827.27","17,726.55","17,776.80"
11/28/2014,"17,830.55","17,893.42","17,807.78","17,828.24"
11/26/2014,"17,812.25","17,833.76","17,791.16","17,827.75"
11/25/2014,"17,819.05","17,854.73","17,790.89","17,814.94"
11/24/2014,"17,812.63","17,855.27","17,793.19","17,817.90"
11/21/2014,"17,721.02","17,894.83","17,721.02","17,810.06"
11/20/2014,"17,677.32","17,720.44","17,603.89","17,719.00"
11/19/2014,"17,685.51","17,712.26","17,624.50","17,685.73"
11/18/2014,"17,643.09","17,735.71","17,642.03","17,687.82"
11/17/2014,"17,631.85","17,675.07","17,606.81","17,647.75"
11/14/2014,"17,653.11","17,664.15","17,613.20","17,634.74"
11/13/2014,"17,618.69","17,705.48","17,583.88","17,652.79"
11/12/2014,"17,604.75","17,626.71","17,536.17","17,612.20"
11/11/2014,"17,615.64","17,638.21","17,584.94","17,614.90"
11/10/2014,"17,568.98","17,621.87","17,547.51","17,613.74"
11/07/2014,"17,558.58","17,575.33","17,493.37","17,573.93"
11/06/2014,"17,491.66","17,560.31","17,440.35","17,554.47"
11/05/2014,"17,385.76","17,486.59","17,385.76","17,484.53"
11/04/2014,"17,368.81","17,397.23","17,278.36","17,383.84"
11/03/2014,"17,390.90","17,410.65","17,339.85","17,366.24"
10/31/2014,"17,208.78","17,395.54","17,208.78","17,390.52"
10/30/2014,"16,968.14","17,223.96","16,920.76","17,195.42"
10/29/2014,"17,005.07","17,065.50","16,895.38","16,974.31"
10/28/2014,"16,825.19","17,006.45","16,825.19","17,005.75"
10/27/2014,"16,796.10","16,836.98","16,729.83","16,817.94"
10/24/2014,"16,677.04","16,811.71","16,649.72","16,805.41"
10/23/2014,"16,468.07","16,767.52","16,468.07","16,677.90"
10/22/2014,"16,615.26","16,653.89","16,459.85","16,461.32"
10/21/2014,"16,406.03","16,620.78","16,405.77","16,614.81"
10/20/2014,"16,373.15","16,401.63","16,260.54","16,399.67"
10/17/2014,"16,118.39","16,427.38","16,118.39","16,380.41"
10/16/2014,"16,137.14","16,211.12","15,935.22","16,117.24"
10/15/2014,"16,313.30","16,313.30","15,855.12","16,141.74"
10/14/2014,"16,321.90","16,463.67","16,273.64","16,315.19"
10/13/2014,"16,535.43","16,602.41","16,310.47","16,321.07"
10/10/2014,"16,654.88","16,757.60","16,543.91","16,544.10"
10/09/2014,"16,989.37","16,989.37","16,649.04","16,659.25"
10/08/2014,"16,718.65","17,006.91","16,663.26","16,994.22"
10/07/2014,"16,988.25","16,988.25","16,715.79","16,719.39"
10/06/2014,"17,010.34","17,099.39","16,930.38","16,991.91"
10/03/2014,"16,802.20","17,027.84","16,802.20","17,009.69"
10/02/2014,"16,808.27","16,857.25","16,674.04","16,801.05"
10/01/2014,"17,040.46","17,041.16","16,776.13","16,804.71"
09/30/2014,"17,070.45","17,145.10","17,017.11","17,042.90"
09/29/2014,"17,107.69","17,107.69","16,934.43","17,071.22"
09/26/2014,"16,948.62","17,148.15","16,948.11","17,113.15"
09/25/2014,"17,204.86","17,204.86","16,945.80","16,945.80"
09/24/2014,"17,056.64","17,226.60","17,033.93","17,210.06"
09/23/2014,"17,165.91","17,171.88","17,055.87","17,055.87"
09/22/2014,"17,271.71","17,277.88","17,159.36","17,172.68"
09/19/2014,"17,267.21","17,350.64","17,257.46","17,279.74"
09/18/2014,"17,163.73","17,275.37","17,163.73","17,265.99"
09/17/2014,"17,131.01","17,221.11","17,089.01","17,156.85"
09/16/2014,"17,027.16","17,167.05","16,985.55","17,131.97"
09/15/2014,"16,988.76","17,051.85","16,951.38","17,031.14"
09/12/2014,"17,044.05","17,044.05","16,937.67","16,987.51"
09/11/2014,"17,057.41","17,057.41","16,983.88","17,049.00"
09/10/2014,"17,016.05","17,080.27","16,974.57","17,068.71"
09/09/2014,"17,110.39","17,111.55","16,993.29","17,013.87"
09/08/2014,"17,131.71","17,137.88","17,079.17","17,111.42"
09/05/2014,"17,065.89","17,137.36","17,009.62","17,137.36"
09/04/2014,"17,083.61","17,161.55","17,030.12","17,069.58"
09/03/2014,"17,067.24","17,151.89","17,060.21","17,078.28"
09/02/2014,"17,097.42","17,113.51","17,009.07","17,067.56"
08/29/2014,"17,083.42","17,110.42","17,035.38","17,098.45"
08/28/2014,"17,119.06","17,119.06","17,018.33","17,079.57"
08/27/2014,"17,111.03","17,134.60","17,090.61","17,122.01"
08/26/2014,"17,079.57","17,153.80","17,079.57","17,106.70"
08/25/2014,"17,011.81","17,124.74","17,011.81","17,076.87"
08/22/2014,"17,038.27","17,064.28","16,984.52","17,001.22"
08/21/2014,"16,983.88","17,074.59","16,983.88","17,039.49"
08/20/2014,"16,910.03","16,994.89","16,896.55","16,979.13"
08/19/2014,"16,839.06","16,929.13","16,839.06","16,919.59"
08/18/2014,"16,664.45","16,840.28","16,664.45","16,838.74"
08/15/2014,"16,717.01","16,775.27","16,575.42","16,662.91"
08/14/2014,"16,657.32","16,714.22","16,651.67","16,713.58"
08/13/2014,"16,567.54","16,670.29","16,567.54","16,651.80"
08/12/2014,"16,565.55","16,589.31","16,518.06","16,560.54"
08/11/2014,"16,557.27","16,627.99","16,557.27","16,569.98"
08/08/2014,"16,369.68","16,556.59","16,364.22","16,553.93"
08/07/2014,"16,448.29","16,504.35","16,333.78","16,368.27"
08/06/2014,"16,425.10","16,490.70","16,372.32","16,443.34"
08/05/2014,"16,559.97","16,559.97","16,369.55","16,429.47"
08/04/2014,"16,493.72","16,596.22","16,447.20","16,569.28"
08/01/2014,"16,561.70","16,584.75","16,437.07","16,493.37"
07/31/2014,"16,869.63","16,869.63","16,563.30","16,563.30"
07/30/2014,"16,920.11","16,983.94","16,817.16","16,880.36"
07/29/2014,"16,984.33","17,056.46","16,912.11","16,912.11"
07/28/2014,"16,956.91","17,001.38","16,877.72","16,982.59"
07/25/2014,"17,079.50","17,082.33","16,915.65","16,960.57"
07/24/2014,"17,092.02","17,119.83","17,061.07","17,083.80"
07/23/2014,"17,117.01","17,121.05","17,058.05","17,086.63"
07/22/2014,"17,054.97","17,133.43","17,040.13","17,113.54"
07/21/2014,"17,095.11","17,095.11","16,974.34","17,051.73"
07/18/2014,"16,978.16","17,113.51","16,977.52","17,100.18"
07/17/2014,"17,133.45","17,151.56","16,966.19","16,976.81"
07/16/2014,"17,061.91","17,139.35","17,061.91","17,138.20"
07/15/2014,"17,055.03","17,120.34","17,006.39","17,060.68"
07/14/2014,"16,950.93","17,088.43","16,950.93","17,055.42"
07/11/2014,"16,918.31","16,949.46","16,860.30","16,943.81"
07/10/2014,"16,980.35","16,980.35","16,805.38","16,915.07"
07/09/2014,"16,916.83","16,998.95","16,913.81","16,985.61"
07/08/2014,"17,022.09","17,022.09","16,874.79","16,906.62"
07/07/2014,"17,063.83","17,063.83","16,992.45","17,024.21"
07/03/2014,"16,979.00","17,074.65","16,979.00","17,068.26"
07/02/2014,"16,949.71","16,986.63","16,949.71","16,976.24"
07/01/2014,"16,828.53","16,998.70","16,828.53","16,956.07"
06/30/2014,"16,852.49","16,871.27","16,801.94","16,826.60"
06/27/2014,"16,846.90","16,862.73","16,773.84","16,851.84"
06/26/2014,"16,866.81","16,872.52","16,746.09","16,846.13"
06/25/2014,"16,817.68","16,883.54","16,799.41","16,867.51"
06/24/2014,"16,934.62","16,969.70","16,805.23","16,818.13"
06/23/2014,"16,946.50","16,954.27","16,896.09","16,937.26"
06/20/2014,"16,920.62","16,978.02","16,920.62","16,947.08"
06/19/2014,"16,909.90","16,923.43","16,858.88","16,921.46"
06/18/2014,"16,806.12","16,911.41","16,755.29","16,906.62"
06/17/2014,"16,779.21","16,823.55","16,732.91","16,808.49"
06/16/2014,"16,765.56","16,802.14","16,722.86","16,781.01"
06/13/2014,"16,734.64","16,787.89","16,718.60","16,775.74"
06/12/2014,"16,840.48","16,841.57","16,703.73","16,734.19"
06/11/2014,"16,943.16","16,943.16","16,821.85","16,843.88"
06/10/2014,"16,940.40","16,946.34","16,897.44","16,945.92"
06/09/2014,"16,926.08","16,970.17","16,912.92","16,943.10"
06/06/2014,"16,839.64","16,924.28","16,839.64","16,924.28"
06/05/2014,"16,739.14","16,845.81","16,709.95","16,836.11"
06/04/2014,"16,720.00","16,742.91","16,673.65","16,737.53"
06/03/2014,"16,736.70","16,736.70","16,690.01","16,722.34"
06/02/2014,"16,716.85","16,756.64","16,682.07","16,743.63"
05/30/2014,"16,697.33","16,721.22","16,648.85","16,717.17"
05/29/2014,"16,637.74","16,698.74","16,620.43","16,698.74"
05/28/2014,"16,674.98","16,674.98","16,620.22","16,633.18"
05/27/2014,"16,607.42","16,688.69","16,607.42","16,675.50"
05/23/2014,"16,544.49","16,613.07","16,544.49","16,606.27"
05/22/2014,"16,532.74","16,565.39","16,489.61","16,543.08"
05/21/2014,"16,376.17","16,544.60","16,376.17","16,533.06"
05/20/2014,"16,511.22","16,511.22","16,341.30","16,374.31"
05/19/2014,"16,490.35","16,526.26","16,442.12","16,511.86"
05/16/2014,"16,447.32","16,498.99","16,414.32","16,491.31"
05/15/2014,"16,613.52","16,622.90","16,397.46","16,446.81"
05/14/2014,"16,716.08","16,717.56","16,595.00","16,613.97"
05/13/2014,"16,695.92","16,735.51","16,695.92","16,715.44"
05/12/2014,"16,584.82","16,704.84","16,584.82","16,695.47"
05/09/2014,"16,551.23","16,588.77","16,498.71","16,583.34"
05/08/2014,"16,518.16","16,622.95","16,502.01","16,550.97"
05/07/2014,"16,401.66","16,522.94","16,357.35","16,518.54"
05/06/2014,"16,529.85","16,529.85","16,399.99","16,401.02"
05/05/2014,"16,509.75","16,547.92","16,377.09","16,530.55"
05/02/2014,"16,562.34","16,620.06","16,488.31","16,512.89"
05/01/2014,"16,580.26","16,604.79","16,525.25","16,558.87"
04/30/2014,"16,534.86","16,592.28","16,510.87","16,580.84"
04/29/2014,"16,451.18","16,559.39","16,451.18","16,535.37"
04/28/2014,"16,363.20","16,500.37","16,312.66","16,448.74"
04/25/2014,"16,503.26","16,503.26","16,333.78","16,361.46"
04/24/2014,"16,503.39","16,541.26","16,452.30","16,501.65"
04/23/2014,"16,513.73","16,525.99","16,477.28","16,501.65"
04/22/2014,"16,449.38","16,565.71","16,449.38","16,514.37"
04/21/2014,"16,408.92","16,459.78","16,402.08","16,449.25"
04/17/2014,"16,424.14","16,460.49","16,368.14","16,408.54"
04/16/2014,"16,266.23","16,424.85","16,266.23","16,424.85"
04/15/2014,"16,173.49","16,272.95","16,063.20","16,262.56"
04/14/2014,"16,028.29","16,184.76","16,028.29","16,173.24"
04/11/2014,"16,168.87","16,168.87","16,015.32","16,026.75"
04/10/2014,"16,437.24","16,456.12","16,153.34","16,170.22"
04/09/2014,"16,256.37","16,438.82","16,256.37","16,437.18"
04/08/2014,"16,245.16","16,296.86","16,180.28","16,256.14"
04/07/2014,"16,414.15","16,421.38","16,244.01","16,245.87"
04/04/2014,"16,576.02","16,631.63","16,392.77","16,412.71"
04/03/2014,"16,572.36","16,604.15","16,527.60","16,572.55"
04/02/2014,"16,532.80","16,588.19","16,506.60","16,573.00"
04/01/2014,"16,458.05","16,565.73","16,457.60","16,532.61"
03/31/2014,"16,324.22","16,480.85","16,324.22","16,457.66"
03/28/2014,"16,267.77","16,414.86","16,267.77","16,323.06"
03/27/2014,"16,268.67","16,300.94","16,191.79","16,264.23"
03/26/2014,"16,370.71","16,466.04","16,268.99","16,268.99"
03/25/2014,"16,279.20","16,407.18","16,279.20","16,367.88"
03/24/2014,"16,303.28","16,380.51","16,215.56","16,276.69"
03/21/2014,"16,332.69","16,456.45","16,290.79","16,302.77"
03/20/2014,"16,221.98","16,353.98","16,160.33","16,331.05"
03/19/2014,"16,335.71","16,363.32","16,126.29","16,222.17"
03/18/2014,"16,245.93","16,369.94","16,245.93","16,336.19"
03/17/2014,"16,066.37","16,270.34","16,066.37","16,247.22"
03/14/2014,"16,106.32","16,165.05","16,046.99","16,065.67"
03/13/2014,"16,341.55","16,405.07","16,084.10","16,108.89"
03/12/2014,"16,350.67","16,364.74","16,260.03","16,340.08"
03/11/2014,"16,419.39","16,460.33","16,325.17","16,351.25"
03/10/2014,"16,453.10","16,453.10","16,334.20","16,418.68"
03/07/2014,"16,424.53","16,505.70","16,398.86","16,452.72"
03/06/2014,"16,360.56","16,450.17","16,360.56","16,421.89"
03/05/2014,"16,395.88","16,406.55","16,343.96","16,360.18"
03/04/2014,"16,169.32","16,419.49","16,169.32","16,395.88"
03/03/2014,"16,321.71","16,321.71","16,071.25","16,168.03"
02/28/2014,"16,273.23","16,398.95","16,226.09","16,321.71"
02/27/2014,"16,197.70","16,276.28","16,159.81","16,272.65"
02/26/2014,"16,180.36","16,252.35","16,155.86","16,198.41"
02/25/2014,"16,207.34","16,254.26","16,147.25","16,179.66"
02/24/2014,"16,102.27","16,300.04","16,102.27","16,207.14"
02/21/2014,"16,135.92","16,191.92","16,093.80","16,103.30"
02/20/2014,"16,044.15","16,161.64","16,006.59","16,133.23"
02/19/2014,"16,126.23","16,225.72","16,031.66","16,040.56"
02/18/2014,"16,153.97","16,167.33","16,107.04","16,130.40"
02/14/2014,"16,018.08","16,175.55","15,985.39","16,154.39"
02/13/2014,"15,946.99","16,039.37","15,863.25","16,027.59"
02/12/2014,"15,993.04","16,036.56","15,928.75","15,963.94"
02/11/2014,"15,804.17","16,027.19","15,803.40","15,994.77"
02/10/2014,"15,793.63","15,801.79","15,733.69","15,801.79"
02/07/2014,"15,630.64","15,798.51","15,625.53","15,794.08"
02/06/2014,"15,443.83","15,632.09","15,443.00","15,628.53"
02/05/2014,"15,443.00","15,478.21","15,340.69","15,440.23"
02/04/2014,"15,372.93","15,481.85","15,356.62","15,445.24"
02/03/2014,"15,697.69","15,708.54","15,356.17","15,372.80"
01/31/2014,"15,847.19","15,847.19","15,617.55","15,698.85"
01/30/2014,"15,743.03","15,907.53","15,733.27","15,848.61"
01/29/2014,"15,927.08","15,927.08","15,708.98","15,738.79"
01/28/2014,"15,840.84","15,945.89","15,840.84","15,928.56"
01/27/2014,"15,879.05","15,942.77","15,783.55","15,837.88"
01/24/2014,"16,203.29","16,203.29","15,879.11","15,879.11"
01/23/2014,"16,371.99","16,372.96","16,140.58","16,197.35"
01/22/2014,"16,420.48","16,453.49","16,332.98","16,373.34"
01/21/2014,"16,459.27","16,520.60","16,316.25","16,414.44"
01/17/2014,"16,408.02","16,495.26","16,378.80","16,458.56"
01/16/2014,"16,477.70","16,477.70","16,375.56","16,417.01"
01/15/2014,"16,378.03","16,505.28","16,376.78","16,481.94"
01/14/2014,"16,261.99","16,373.92","16,260.83","16,373.86"
01/13/2014,"16,434.03","16,453.13","16,240.60","16,257.94"
01/10/2014,"16,453.62","16,487.65","16,379.02","16,437.05"
01/09/2014,"16,471.41","16,525.35","16,378.61","16,444.76"
01/08/2014,"16,527.66","16,528.88","16,416.69","16,462.74"
01/07/2014,"16,429.02","16,562.32","16,429.02","16,530.94"
01/06/2014,"16,474.04","16,532.99","16,405.52","16,425.10"
01/03/2014,"16,456.89","16,518.74","16,439.30","16,469.99"
01/02/2014,"16,572.17","16,573.07","16,416.49","16,441.35"
12/31/2013,"16,512.38","16,588.25","16,511.48","16,576.66"
12/30/2013,"16,484.51","16,504.35","16,476.87","16,504.29"
12/27/2013,"16,486.37","16,529.01","16,461.23","16,478.41"
12/26/2013,"16,370.97","16,483.00","16,370.97","16,479.88"
12/24/2013,"16,295.70","16,360.60","16,295.70","16,357.55"
12/23/2013,"16,225.25","16,318.11","16,225.25","16,294.61"
12/20/2013,"16,178.57","16,287.84","16,178.57","16,221.14"
12/19/2013,"16,162.51","16,194.72","16,121.54","16,179.08"
12/18/2013,"15,876.57","16,173.04","15,808.92","16,167.97"
12/17/2013,"15,884.06","15,917.96","15,836.45","15,875.26"
12/16/2013,"15,759.60","15,930.31","15,759.60","15,884.57"
12/13/2013,"15,745.66","15,792.80","15,717.92","15,755.36"
12/12/2013,"15,844.82","15,845.11","15,703.79","15,739.43"
12/11/2013,"15,970.75","15,997.22","15,827.70","15,843.53"
12/10/2013,"16,024.12","16,029.06","15,969.53","15,973.13"
12/09/2013,"16,019.49","16,058.40","16,015.29","16,025.53"
12/06/2013,"15,825.55","16,022.35","15,825.55","16,020.20"
12/05/2013,"15,886.50","15,896.19","15,809.37","15,821.51"
12/04/2013,"15,910.51","15,960.36","15,791.29","15,889.77"
12/03/2013,"16,004.72","16,004.72","15,859.68","15,914.62"
12/02/2013,"16,087.12","16,098.00","15,986.23","16,008.77"
11/29/2013,"16,105.16","16,174.51","16,074.14","16,086.41"
11/27/2013,"16,073.37","16,107.99","16,057.34","16,097.33"
11/26/2013,"16,070.93","16,120.25","16,070.93","16,072.80"
11/25/2013,"16,072.09","16,109.63","16,055.46","16,072.54"
11/22/2013,"16,008.71","16,068.78","15,976.27","16,064.77"
11/21/2013,"15,908.07","16,016.04","15,908.07","16,009.99"
11/20/2013,"15,971.20","16,016.85","15,865.37","15,900.82"
11/19/2013,"15,974.06","16,025.85","15,943.78","15,967.03"
11/18/2013,"15,962.72","16,030.28","15,942.17","15,976.02"
11/15/2013,"15,876.16","15,962.98","15,875.90","15,961.70"
11/14/2013,"15,806.22","15,884.99","15,798.74","15,876.22"
11/13/2013,"15,739.50","15,822.98","15,672.00","15,821.63"
11/12/2013,"15,773.15","15,793.38","15,708.29","15,750.67"
11/11/2013,"15,759.28","15,791.45","15,737.22","15,783.10"
11/08/2013,"15,591.54","15,764.29","15,579.35","15,761.78"
11/07/2013,"15,751.31","15,797.68","15,586.33","15,593.98"
11/06/2013,"15,628.72","15,750.29","15,628.72","15,746.88"
11/05/2013,"15,631.22","15,651.89","15,522.18","15,618.22"
11/04/2013,"15,621.20","15,658.90","15,588.48","15,639.12"
11/01/2013,"15,558.01","15,649.40","15,543.25","15,615.55"
10/31/2013,"15,619.92","15,651.86","15,544.69","15,545.75"
10/30/2013,"15,680.74","15,721.00","15,574.52","15,618.76"
10/29/2013,"15,572.21","15,683.08","15,572.21","15,680.35"
10/28/2013,"15,569.19","15,599.09","15,533.48","15,568.93"
10/25/2013,"15,523.72","15,570.60","15,512.96","15,570.28"
10/24/2013,"15,414.87","15,528.63","15,414.13","15,509.21"
10/23/2013,"15,465.34","15,465.66","15,366.19","15,413.33"
10/22/2013,"15,394.22","15,518.10","15,394.22","15,467.66"
10/21/2013,"15,401.32","15,410.18","15,362.66","15,392.20"
10/18/2013,"15,371.71","15,412.97","15,321.81","15,399.65"
10/17/2013,"15,369.46","15,376.11","15,229.02","15,371.65"
10/16/2013,"15,170.70","15,374.15","15,170.70","15,373.83"
10/15/2013,"15,300.30","15,301.91","15,161.33","15,168.01"
10/14/2013,"15,231.33","15,309.48","15,136.38","15,301.26"
10/11/2013,"15,126.52","15,237.30","15,100.13","15,237.11"
10/10/2013,"14,806.39","15,126.07","14,806.39","15,126.07"
10/09/2013,"14,778.19","14,852.50","14,719.43","14,802.98"
10/08/2013,"14,938.04","14,938.04","14,773.47","14,776.53"
10/07/2013,"15,069.30","15,069.30","14,920.83","14,936.24"
10/04/2013,"14,994.68","15,083.99","14,972.33","15,072.58"
10/03/2013,"15,127.23","15,127.23","14,947.03","14,996.48"
10/02/2013,"15,182.65","15,182.65","15,044.71","15,133.14"
10/01/2013,"15,132.49","15,208.40","15,110.34","15,191.70"
09/30/2013,"15,249.82","15,249.82","15,086.71","15,129.67"
09/27/2013,"15,317.45","15,317.45","15,211.81","15,258.24"
09/26/2013,"15,274.42","15,387.19","15,274.42","15,328.30"
09/25/2013,"15,339.02","15,372.48","15,253.16","15,273.26"
09/24/2013,"15,402.54","15,433.75","15,327.14","15,334.59"
09/23/2013,"15,452.31","15,466.95","15,368.25","15,401.38"
09/20/2013,"15,635.09","15,654.77","15,448.09","15,451.09"
09/19/2013,"15,677.86","15,695.89","15,625.45","15,636.55"
09/18/2013,"15,533.03","15,709.58","15,470.16","15,676.94"
09/17/2013,"15,503.15","15,555.07","15,503.15","15,529.73"
09/16/2013,"15,381.36","15,549.87","15,381.36","15,494.78"
09/13/2013,"15,312.86","15,380.97","15,312.86","15,376.06"
09/12/2013,"15,327.14","15,345.32","15,283.26","15,300.64"
09/11/2013,"15,194.13","15,326.60","15,194.13","15,326.60"
09/10/2013,"15,067.23","15,192.13","15,067.23","15,191.06"
09/09/2013,"14,927.19","15,088.41","14,927.19","15,063.12"
09/06/2013,"14,941.55","15,009.84","14,789.40","14,922.50"
09/05/2013,"14,929.49","14,987.47","14,923.27","14,937.48"
09/04/2013,"14,832.42","14,956.74","14,799.09","14,930.87"
09/03/2013,"14,801.55","14,933.35","14,777.48","14,833.96"
08/30/2013,"14,844.10","14,848.24","14,762.35","14,810.31"
08/29/2013,"14,817.91","14,916.01","14,792.11","14,840.95"
08/28/2013,"14,770.99","14,867.40","14,760.41","14,824.51"
08/27/2013,"14,939.25","14,939.25","14,765.42","14,776.13"
08/26/2013,"15,014.58","15,049.98","14,945.24","14,946.46"
08/23/2013,"14,988.78","15,025.56","14,931.24","15,010.51"
08/22/2013,"14,908.60","14,989.12","14,899.00","14,963.74"
08/21/2013,"14,993.81","15,019.70","14,880.84","14,897.55"
08/20/2013,"15,011.82","15,074.92","14,992.16","15,002.99"
08/19/2013,"15,076.79","15,106.39","15,005.42","15,010.74"
08/16/2013,"15,112.57","15,139.77","15,054.38","15,081.47"
08/15/2013,"15,332.71","15,332.71","15,094.03","15,112.19"
08/14/2013,"15,447.71","15,453.08","15,316.62","15,337.66"
08/13/2013,"15,420.68","15,504.14","15,342.34","15,451.01"
08/12/2013,"15,415.22","15,441.75","15,359.93","15,419.68"
08/09/2013,"15,496.63","15,507.76","15,346.65","15,425.51"
08/08/2013,"15,477.27","15,557.12","15,418.60","15,498.32"
08/07/2013,"15,516.21","15,516.21","15,421.75","15,470.67"
08/06/2013,"15,608.44","15,608.44","15,473.40","15,518.74"
08/05/2013,"15,651.98","15,655.21","15,584.83","15,612.13"
08/02/2013,"15,627.56","15,658.43","15,558.68","15,658.36"
08/01/2013,"15,503.85","15,650.69","15,503.85","15,628.02"
07/31/2013,"15,528.57","15,634.32","15,492.96","15,499.54"
07/30/2013,"15,534.49","15,593.91","15,479.13","15,520.59"
07/29/2013,"15,557.14","15,557.14","15,482.27","15,521.97"
07/26/2013,"15,547.85","15,560.97","15,405.16","15,558.83"
07/25/2013,"15,539.17","15,560.33","15,455.59","15,555.61"
07/24/2013,"15,576.69","15,602.60","15,496.84","15,542.24"
07/23/2013,"15,547.00","15,604.22","15,544.06","15,567.74"
07/22/2013,"15,543.97","15,576.21","15,516.20","15,545.55"
07/19/2013,"15,524.27","15,544.55","15,491.96","15,543.74"
07/18/2013,"15,465.91","15,589.40","15,465.91","15,548.54"
07/17/2013,"15,456.92","15,502.00","15,438.12","15,470.52"
07/16/2013,"15,485.03","15,498.16","15,415.71","15,451.85"
07/15/2013,"15,459.69","15,509.48","15,455.77","15,484.26"
07/12/2013,"15,460.69","15,498.39","15,410.27","15,464.30"
07/11/2013,"15,298.00","15,483.55","15,298.00","15,460.92"
07/10/2013,"15,298.03","15,348.95","15,258.89","15,291.66"
07/09/2013,"15,228.46","15,320.42","15,228.46","15,300.34"
07/08/2013,"15,137.22","15,262.72","15,137.22","15,224.69"
07/05/2013,"14,995.46","15,137.51","14,971.20","15,135.84"
07/03/2013,"14,923.73","15,025.90","14,858.93","14,988.55"
07/02/2013,"14,973.04","15,049.22","14,870.51","14,932.41"
07/01/2013,"14,911.60","15,083.28","14,911.60","14,974.96"
06/28/2013,"15,016.58","15,034.63","14,884.80","14,909.60"
06/27/2013,"14,921.28","15,075.01","14,921.28","15,024.49"
06/26/2013,"14,769.99","14,938.98","14,769.68","14,910.14"
06/25/2013,"14,669.69","14,812.03","14,669.69","14,760.31"
06/24/2013,"14,795.79","14,795.79","14,551.27","14,659.56"
06/21/2013,"14,760.62","14,858.56","14,688.43","14,799.40"
06/20/2013,"15,105.51","15,105.51","14,732.03","14,758.32"
06/19/2013,"15,315.47","15,322.07","15,112.11","15,112.19"
06/18/2013,"15,186.30","15,340.09","15,186.30","15,318.23"
06/17/2013,"15,078.71","15,261.71","15,078.71","15,179.85"
06/14/2013,"15,178.08","15,205.92","15,044.80","15,070.18"
06/13/2013,"14,992.54","15,202.27","14,953.45","15,176.08"
06/12/2013,"15,130.39","15,241.28","14,981.21","14,995.23"
06/11/2013,"15,231.38","15,251.07","15,086.09","15,122.02"
06/10/2013,"15,247.81","15,300.64","15,211.25","15,238.59"
06/07/2013,"15,044.46","15,255.58","15,044.46","15,248.12"
06/06/2013,"14,955.45","15,040.62","14,844.22","15,040.62"
06/05/2013,"15,168.10","15,168.63","14,945.57","14,960.59"
06/04/2013,"15,255.22","15,304.98","15,100.78","15,177.54"
06/03/2013,"15,123.55","15,254.11","15,123.55","15,254.03"
05/31/2013,"15,322.22","15,392.38","15,115.57","15,115.57"
05/30/2013,"15,306.02","15,398.70","15,280.99","15,324.53"
05/29/2013,"15,399.94","15,400.25","15,229.53","15,302.80"
05/28/2013,"15,307.33","15,521.49","15,307.33","15,409.39"
05/24/2013,"15,290.74","15,306.71","15,199.63","15,303.10"
05/23/2013,"15,300.57","15,348.41","15,180.23","15,294.50"
05/22/2013,"15,387.12","15,542.40","15,265.96","15,307.17"
05/21/2013,"15,334.97","15,434.50","15,325.68","15,387.58"
05/20/2013,"15,348.33","15,391.84","15,314.15","15,335.28"
05/17/2013,"15,234.75","15,357.40","15,234.75","15,354.40"
05/16/2013,"15,273.92","15,302.49","15,215.82","15,233.22"
05/15/2013,"15,211.87","15,301.34","15,175.39","15,275.69"
05/14/2013,"15,092.15","15,219.55","15,089.30","15,215.25"
05/13/2013,"15,113.42","15,113.42","15,053.46","15,091.68"
05/10/2013,"15,082.62","15,118.49","15,038.18","15,118.49"
05/09/2013,"15,105.12","15,144.83","15,046.87","15,082.62"
05/08/2013,"15,056.20","15,106.81","15,021.87","15,105.12"
05/07/2013,"14,968.89","15,056.67","14,968.89","15,056.20"
05/06/2013,"14,973.96","14,988.87","14,941.09","14,968.89"
05/03/2013,"14,831.58","15,009.59","14,831.58","14,973.96"
05/02/2013,"14,700.95","14,834.63","14,700.95","14,831.58"
05/01/2013,"14,839.80","14,839.80","14,687.05","14,700.95"
04/30/2013,"14,818.75","14,839.80","14,734.47","14,839.80"
04/29/2013,"14,712.55","14,844.96","14,712.55","14,818.75"
